"","Name","Region","State.Abbreviation","County.FIPS.Code","Population","Premature.death","Life.expectancy","Child.mortality","Poor.or.fair.health","Unemployment","Income.inequality","Median.income","Homeownership","Food.insecurity","Severe.housing.problems","School.funding.adequacy","High.school.completion","Reading.scores","Free.or.reduced.lunch.eligibility","Adult.smoking","Excessive.drinking","Physical.inactivity","Adult.obesity","Uninsured","Uninsured.children","Primary.care.physicians","Not.proficient.in.English","Rural"
"98","Cochise County","West","AZ",3,127450,7810.052325,78.24794814,5170630.817,21.9,6.9756707,4.563589531,51171,69.0948013,14.2,13.8477157,-378501.6769,88.6738862,2.809725206,54.0171908,17.6,18.2698844,27.2,33.9,11.5226561,8.9526844,0.000595607,3.6733598,36.3010674
"99","Coconino County","West","AZ",5,142481,9532.950833,77.96525103,5688233.114,17.5,9.6904888,4.931761574,57146,60.774033,14.6,24.0613432,4027.29375,90.989634,2.350107566,42.3766423,18.1,20.4834044,20.5,27.6,15.2015874,11.7578734,0.000808498,2.101424,31.4660656
"100","Gila County","West","AZ",7,54303,15821.24903,72.67702602,9806668.535,22.3,7.7161082,4.627506877,49280,75.1853661,17.5,16.605251,-222596.7333,87.259688,2.682496143,57.1898561,19.8,21.4914332,27.2,31.2,14.8467048,9.2181601,0.000407272,1.1987444,41.0619997
"101","Graham County","West","AZ",9,39211,8828.050663,76.9683221,6541014.584,22.7,6.332056,4.505175215,55419,71.4927741,14.8,16.5120594,-248661.2296,85.2839752,3.153484515,46.4295795,17.4,18.5324254,30.2,36.8,11.8241686,7.527488,0.000463476,1.7979235,46.4373993
"102","Greenlee County","West","AZ",11,9341,7439.472085,79.92221203,8646779.075,21.1,5.4782218,3.123785407,67530,51.047041,12.2,7.751938,-63629.6,85.1599371,3.129118527,41.392136,15.2,19.5309538,26.7,35.8,7.8701427,6.6440166,0.000526427,1.8096438,46.5686856
"103","La Paz County","West","AZ",12,21480,16354.67148,77.70255027,9362621.534,26.3,7.0831941,5.373746651,41637,71.8070105,18.6,15.6004489,-869125.175,80.4518072,2.995671123,66.92,19.5,17.0518013,31.5,37,21.2389381,13.5736412,0.000284252,4.409057,56.3277856
"104","Maricopa County","West","AZ",13,4579081,7004.918183,79.6372805,4698234.11,18,7.3923027,4.262733888,71799,63.1573838,11.7,17.5434732,-365429.4411,88.3854666,3.05707256,48.9062669,14.3,17.6359529,24.8,31,13.2513949,9.0655221,0.000704729,4.5054195,2.3637997
"105","Mohave County","West","AZ",15,217206,10549.60503,75.46716119,5741171.199,21.2,9.977125,4.149757113,46678,70.4334554,16.7,16.2777095,-408318.42,86.4110167,2.865911529,56.0580932,21,19.5948827,31.1,32.3,13.628203,8.9665275,0.000537277,1.6552845,22.9636438
"106","Navajo County","West","AZ",17,112112,16595.22484,71.39813837,8991573.611,26.3,10.136322,5.206398959,46698,69.691809,20.7,24.0081384,-300704.3536,83.8427098,2.54361707,61.3423196,20.7,14.3927641,28.4,37.8,17.4108522,12.1995495,0.000576972,2.8925339,54.1382423
"107","Pima County","West","AZ",19,1061175,8320.640919,78.47234565,4862991.017,19.5,7.7235272,4.721956475,56551,64.0338539,13.3,18.4569911,-144867.3582,89.0271631,3.011813628,50.8264708,14.3,18.2250416,23.4,30.8,13.2794341,7.981474,0.000873693,3.7431056,7.5234911
"108","Pinal County","West","AZ",21,480828,7261.457101,81.79780594,4615286.418,20.4,7.5363472,4.04865201,66992,77.4231145,12,14.8705248,-351957.5,87.0565002,3.1957283,57.2496453,17.4,20.1540594,31.2,34.6,12.787268,9.7415018,0.000157739,3.0986169,21.9046225
"109","Santa Cruz County","West","AZ",23,46808,6336.37962,81.18535574,4421310.718,28.7,11.4262185,4.470719126,44402,67.8110786,14.6,20.3499676,-409986.93,77.8590448,2.413425305,76.5241489,14.5,16.3891582,32.1,37.1,16.8986245,10.2533365,0.000430126,18.1811908,26.8831717
"110","Yavapai County","West","AZ",25,240226,8558.030431,78.38738333,5851725.262,17.6,7.4842268,4.291270011,58860,72.6021038,13.8,16.9886985,-83862.17164,91.8417814,3.095174568,51.5241209,17.2,18.3094399,24.4,27.8,14.8370332,10.6036853,0.00057848,1.5395033,33.1971777
"111","Yuma County","West","AZ",27,217824,7985.713342,80.48450275,5193832.908,27.2,17.1320832,4.540440998,54278,68.6374357,18.2,18.8090803,-753499.5375,74.5601081,2.729839456,70.1400427,15.1,17.189764,29.7,38.4,17.7458286,10.309373,0.000472433,14.2464738,10.4295764
"112","Arkansas County","South","AR",1,17383,11869.86235,72.94702319,6177033.788,25.6,4.0118871,5.749260902,51186,65.8710895,16.4,12.1744792,-562391.65,85.9951456,2.667889392,85.0619469,23.7,15.0148716,33.6,36.8,9.7778427,5.8765432,0.000514698,0.5107559,34.7073979
"113","Ashley County","South","AR",3,19339,11534.40165,73.81420974,6115187.903,27.2,9.2958531,5.187992651,44677,77.2161742,16.2,12.8869236,-585680.05,85.1598677,2.620365274,65.8185841,24.2,14.890647,35.7,39.1,11.1918319,5.8467742,0.00040698,1.4409528,51.6816913
"114","Baxter County","South","AR",5,42242,9851.878176,76.05827469,4492886.263,21,5.9353824,3.689048032,44833,76.60597,16.2,10.8873163,-53370.6,88.7755102,3.103747989,60.2952454,22.3,17.5279625,27.9,32,10.2027286,5.4899416,0.000810837,0.0400671,65.8420254
"115","Benton County","South","AR",7,288774,6155.906445,79.47153427,5356186.395,20.2,4.4502375,3.95490976,78678,65.9254874,11.7,11.7453755,-168967.7857,89.572802,3.278587415,40.7583126,16.4,16.5644279,26.5,29.8,11.1339779,6.6636957,0.000601846,3.5004403,25.1600486
"116","Boone County","South","AR",9,37625,9167.50965,76.13092595,4997942.024,22.7,5.2651611,4.205572289,48153,72.0268564,16.1,11.7014122,-149076.9167,88.239099,3.318050589,58.346999,22.6,15.6083692,33.6,32.4,9.9563408,5.4304333,0.000774738,0.2831498,62.1981953
"117","Bradley County","South","AR",11,10639,14028.6932,72.15196085,12493993.27,28.1,5.8367533,4.820235024,41578,63.0994567,17.3,14.4432194,-752868.6,83.3289019,2.709291368,100,22.6,13.5892991,37.3,38.3,13.1074244,6.7101227,0.000557465,2.478278,49.5915885
"118","Calhoun County","South","AR",13,5113,12529.54552,72.92553611,7430069.93,25.3,5.1525144,4.86659964,50865,83.5233751,13.9,11.1111111,-250936.5,83.9650146,2.494602107,73.1663685,23.3,15.5704634,34.4,38.9,9.6273292,6.7061144,0.000192715,1.189996,100
"119","Carroll County","South","AR",15,28276,10595.79647,76.10604287,8194034.743,23.7,5.6652766,4.668017246,45397,75.0970304,14.3,14.202509,-389552.59,86.3185458,2.790651059,73.432012,20.2,15.529937,32.6,33.9,15.1167151,8.781734,0.000563777,4.1669809,72.8339284
"120","Chicot County","South","AR",17,9924,13801.0238,72.20755156,11016855.79,31.6,10.3384615,5.932872254,35992,66.6831195,21.2,14.7331787,-1489183,78.1910513,2.30628668,100,25.2,12.8083556,38.9,44.6,9.441582,5.13403,0.000691836,1.3325196,54.279661
"121","Clark County","South","AR",19,22103,8860.254151,75.32018092,4350190.321,23,5.8943526,4.994591417,46464,59.0211132,17,13.1687243,-488336.65,88.9366273,2.369694938,61.5839244,20.5,15.550306,32.2,40.1,9.4156052,5.3583855,0.000448029,1.0255683,54.3770385
"122","Clay County","South","AR",21,14375,11723.38892,73.03034819,10333863.28,26.4,6.0337018,5.101131873,43723,67.3718345,20.4,12.1118012,-206335.3333,83.540432,2.77976488,68.2460515,25,15.5506635,35.3,37.6,10.1144697,5.9399684,0.000137448,0,58.8571784
"123","Cleburne County","South","AR",23,24935,11259.82289,75.18975442,10089209.86,22.4,7.6116632,4.087683944,49964,78.1473994,16.3,9.5526561,-152799.0425,86.5705898,3.220500425,63.375,24.4,16.8767356,32.2,35.7,10.5664791,5.6549455,0.00060195,0.0335303,75.5217559
"124","Cleveland County","South","AR",25,7957,9676.870095,75.05156229,14739945.25,24.3,6.0880425,4.953259005,57697,77.9179811,16.8,7.5987842,-335462.5,89.5350862,2.798660979,59.7132617,23.9,15.7641342,34.9,38.9,8.8254172,5.5586749,0.000620604,0,100
"125","Columbia County","South","AR",27,23331,11041.84833,73.93194579,7202016.565,27.1,6.8485585,5.604836475,44925,68.8268685,17.9,15.3459821,-452261,86.8058884,2.889977985,65.6426156,24.4,14.8012228,37,42.5,9.7331787,5.1187551,0.000596837,0.9652248,57.4861518
"126","Conway County","South","AR",29,21037,9977.305974,75.3308708,7936088.038,24.5,6.0057197,5.098087879,47049,70.262631,18.1,10.7374631,-288775.7667,86.5810969,2.892634864,89.4029851,23.2,16.2357759,32.4,35.2,9.6981064,5.334728,0.000671592,0.5584323,70.5166173
"127","Craighead County","South","AR",31,112245,9014.828975,76.10124123,6860592.755,22.7,5.3285522,4.739682391,51797,56.9983177,16,15.4044118,-186289.1588,89.4463126,2.881911122,70.757101,21.6,14.8025253,33.1,39.6,10.2262533,5.5081596,0.001178262,0.6943487,32.1682237
"128","Crawford County","South","AR",33,63409,8737.958222,76.35414415,5024962.718,24.8,5.4395521,4.245126684,54534,75.6492832,16.5,13.1434599,-167262.826,84.5113029,2.807443153,64.1574074,22.7,16.124065,33.4,37.8,11.1673272,5.8264046,0.000395213,1.1235385,51.9613224
"129","Crittenden County","South","AR",35,47616,13358.32573,72.17041151,10910343.77,28.2,8.2512141,5.235421888,47545,56.8108932,16.4,16.8754999,-1037983.7,83.7289892,2.428972798,88.7278257,23.9,13.1770611,37.8,42.6,9.2217053,3.8278613,0.000333646,0.4454393,20.887195
"130","Cross County","South","AR",37,16142,12963.39398,72.08932869,8399560.638,25.4,6.0896996,4.365061752,40587,66.4281364,16.5,12.6213592,-441836,81.4138413,2.913467472,67.8242164,24.6,15.0670575,34.8,38.6,9.7368219,5.3268142,0.000426335,0.6074313,56.7879127
"131","Dallas County","South","AR",39,6802,12408.30925,73.84897387,7924749.337,26.5,5.3319209,4.927079859,34649,70.5882353,16,7.2487644,-1111029,87.150838,2.886707483,89.8210291,23.5,14.2349642,35.8,40.7,8.7954499,4.9475262,0.000142674,0.0592066,52.6367669
"132","Desha County","South","AR",41,11110,13137.47288,72.15274025,14022219.83,32.1,7.0099605,4.242777921,37421,62.008302,19.1,11.741683,-1152271.5,80.0958301,2.503939476,100,26.2,12.0812653,40.5,42.7,10.9129655,6.2325905,0.000528123,2.8351709,31.4191267
"133","Drew County","South","AR",43,17977,11482.01555,74.0408529,12029123.14,24.1,6.9081501,6.101471334,46787,67.1569308,16.1,13.5327635,-441471.5,86.6878653,2.332681339,71.7252931,21.5,14.4655231,33.6,38.8,8.6882332,4.9051833,0.000713541,0.0641961,48.6087849
"134","Faulkner County","South","AR",45,126919,8424.55723,76.31088092,6342421.241,21.1,5.4489154,4.640128774,57367,62.3516888,15.3,16.4644518,-77659.75,92.0620556,3.212602802,48.9451697,20,15.7201246,32.5,37.4,9.3130449,4.4331202,0.000547589,0.5809985,38.7602992
"135","Franklin County","South","AR",47,17897,11537.55843,73.9976147,7428960.565,26.5,5.6031024,6.097115736,47256,72.5828212,20,14.2647059,-6863.45,86.0814584,3.194551473,61.6897775,26.1,15.0860019,35.3,37,10.8119658,5.9483179,0.000282247,0.0477526,82.6041379
"136","Fulton County","South","AR",49,12381,10344.60678,75.32146628,7115902.965,26.8,5.1380991,4.816616856,39839,82.5488632,19.1,14.9,-332062.6667,84.4286033,3.440610623,76.6006985,26,15.7471885,35.4,37.1,11.6644679,8.4265474,0.000561032,0.1282051,92.919559
"137","Garland County","South","AR",51,99789,11824.02385,74.31574705,6544996.853,23.1,7.9691392,4.481911061,46459,67.1490735,17.4,14.6760246,-339223.2857,89.3573236,2.947621973,68.1088489,21,17.7707802,31.8,36.2,11.9677542,6.1667904,0.000865313,1.6894773,36.9032742
"138","Grant County","South","AR",53,18449,8833.049528,76.1558204,7388252.678,20.8,5.1812211,5.644358089,62077,76.2803235,15.5,13.8643068,-72510.7,90.1916308,3.192176989,52.2720051,21.3,16.4774572,30.4,34.6,7.6026151,4.4917258,0.000109499,0.0987396,75.0294068
"139","Greene County","South","AR",55,45597,9090.555113,75.07499474,5211401.641,23.1,5.9537275,4.38023753,53821,66.9301188,17.9,11.285545,-62478.01333,89.0027683,2.696635757,71.8234847,23.8,16.9565558,33.5,34.2,8.6672706,4.4939844,0.000485383,0.2536507,41.506296
"140","Hempstead County","South","AR",57,21253,10015.63885,75.57781009,4515080.368,27.9,5.2017096,4.326696921,42790,68.4938272,15.9,14.4291092,-598839.4667,84.0019501,2.712630946,88.6679921,22.4,13.8537816,37.9,39.3,12.6133457,6.949183,0.000278655,3.7903904,55.7698262
"141","Hot Spring County","South","AR",59,33787,10833.0609,73.96822977,8664572.728,24,5.7801418,4.372974771,49582,79.4726328,17.6,12.2020202,-241126.6,87.4621918,2.877306853,65.8319421,22.7,15.8394402,31.8,36.8,9.2059793,4.5454546,0.000207278,0.2529511,65.9690794
"142","Howard County","South","AR",61,13109,11059.66596,73.48872895,11535688.54,27,4.9882523,4.064340298,40566,67.4065642,15.5,13.1501472,-537354.7667,86.0157409,2.871763802,78.5929648,21.7,13.9704794,36.8,42.3,13.0716499,7.5200919,0.000530223,2.3523686,67.5175865
"143","Independence County","South","AR",63,37757,9052.70259,75.87457343,6295505.557,23.8,5.7528494,4.186484456,50834,72.7190227,17.2,12.6489138,-210215.575,85.5539249,2.827279732,66.2753623,22.4,15.82403,32.8,35.1,10.0076016,5.5191372,0.000634501,1.2937053,68.5840587
"144","Izard County","South","AR",65,13613,11824.38139,74.50187777,14203104.39,23.6,8.4267241,4.306186026,41787,78.1103645,18.6,10.3960396,-257647.279,81.9895592,3.112610498,64.8546825,24,16.8248849,32.1,35,10.8116954,6.9129917,0.000293492,0.0538627,100
"145","Jackson County","South","AR",67,16636,12163.38623,72.52637716,8095974.093,29.1,7.146512,4.705115409,40789,70.0368531,21.5,14.1099262,-563157.76,83.2360437,2.980660443,61.7312073,26.5,14.494813,38.7,38.5,9.4397343,5.2104798,0.000358873,0.0312383,65.0608435
"146","Jefferson County","South","AR",69,65377,13723.75521,72.41763804,7452322.076,27.1,8.0443828,5.190316574,40588,61.9226436,16.6,16.8860056,-892624.6,87.4049687,2.290235438,84.1764468,24,13.1009541,37.2,41.5,7.9992667,4.4945365,0.000688375,0.9068773,30.9162523
"147","Johnson County","South","AR",71,26513,10174.92355,75.48892178,5721260.203,28.9,6.3043478,4.049013401,39439,72.4877451,19.3,13.4693878,-391438,79.8303433,2.821157409,76.5261171,24.8,14.9399159,38.1,37.1,14.0553754,7.2551391,0.000526751,2.989886,71.366484
"148","Lafayette County","South","AR",73,6596,10753.53077,74.22658843,9016590.527,29.4,7.6414705,5.46781054,40007,78.1573499,18.9,13.4615385,-771037.5,78.9787935,2.623571102,85.3188929,26,13.5737953,38.6,39.9,12.0082389,7.224959,0.000301932,0.8164547,100
"149","Lawrence County","South","AR",75,16410,12090.19209,73.02484342,6905123.602,24.4,6.1450044,4.11959955,41188,68.8639125,18.4,10.1071976,-283951.5,83.6524823,2.788560393,75.4397186,24,15.75999,34,38.3,8.8088247,4.8937887,0.00036572,0.0899974,63.5601493
"150","Lee County","South","AR",77,8513,14584.42995,71.62365957,19373587.34,30.6,7.486631,7.294473311,32502,58.0262336,17.5,15.0746269,-1613710,78.2043438,2.084555281,100,25.4,13.7672714,38.5,42.1,9.3667046,4.377312,0.000112905,1.0956645,63.5072909
"151","Lincoln County","South","AR",79,12944,10916.57482,73.89062236,9788726.65,27.6,5.9728743,4.400371601,47903,77.8488049,16.4,12.911726,-362353.8,79.3061961,2.384595735,65.6726309,24.8,15.3767951,36,41,9.9492521,6.25,7.67813e-05,1.0544539,100
"152","Little River County","South","AR",81,12180,11153.23479,73.13118003,9171787.581,24.7,6.4438254,5.20759148,47125,77.9289494,16.4,7.3529412,-468268.5,89.7670169,2.838145454,67.2450053,22.9,14.6971442,34.8,38.9,9.6414426,5.6147832,0.000163145,0.00865052,68.5217523
"153","Logan County","South","AR",83,21410,11040.35695,73.86689244,7534578.333,25.2,6.6427911,3.878288975,43577,75.1644934,18.5,11.7542823,-256657.36,86.658411,2.876591208,89.3184979,23.8,15.2140661,35.2,37.9,10.0718133,5.6455142,0.000232927,0.29034,71.01955
"154","Lonoke County","South","AR",85,73921,9191.74309,75.19202712,7190317.04,20.8,5.538003,4.295556783,59623,71.0926593,14.1,12.2813547,-233316.22,89.8861216,2.999718133,47.4575056,21.2,16.2967058,30.1,35.5,8.2693677,4.2593639,0.000163691,0.5128055,44.8124525
"155","Madison County","South","AR",87,16644,9047.8675,76.29985479,13647884.58,25.6,3.871577,4.487793524,45144,80.3143094,16.1,11.8644068,35742.48,84.5306765,2.627357395,64.599686,24.4,15.1214089,34.5,37.6,14.477657,8.8376804,0.000301641,0.0980905,100
"156","Marion County","South","AR",89,16790,11023.5735,74.70269323,6798096.533,23,6.4469685,3.998836668,39888,79.5027465,18.2,14.7676162,-384292.1,86.0534827,2.802949757,86.494393,22.9,16.0197535,31.6,35.8,10.9011628,6.2560778,0.000179705,0.1009018,100
"157","Miller County","South","AR",91,43177,11643.65874,73.63037078,7074551.132,25.1,6.8734197,5.492367082,43634,65.7510624,17.3,15.1343284,-179879.3667,85.6684564,2.786626307,83.1278289,22.2,14.7881176,34.2,38.8,9.3552319,4.3797766,0.000739765,0.0367098,40.0119645
"158","Mississippi County","South","AR",93,40066,16100.70074,69.70803827,10262630.03,28.6,9.0303522,5.260773724,47892,57.637009,19.6,15.4529307,-647820.1753,82.0528033,2.563090046,81.4738203,25.4,13.9653383,39.3,41.2,9.4468391,4.4872394,0.000418194,0.9030814,36.2672117
"159","Monroe County","South","AR",95,6584,17644.30279,69.68768249,11459129.11,30,6.6887174,5.934885029,35833,61.7501546,19.9,12.1804511,-1314954,78.8578372,2.246373761,100,25.9,13.8422268,39.3,42.3,9.5738235,4.7584187,0.000447694,0,68.9777887
"160","Montgomery County","South","AR",97,9006,10745.29586,75.10719701,11051351.95,26.2,6.8097954,4.37047324,42751,84.2417701,19.8,11.9680851,-422629.05,83.0636782,2.873404619,77.4957699,25,14.7416499,34.5,37.1,15.04329,8.3234947,0.000222568,1.4064698,100
"161","Nevada County","South","AR",99,8099,10041.45465,74.94343488,7870336.211,25.2,5.8591549,4.65886131,41854,69.4792974,18,14.2208775,-697017.4,89.5188102,2.482120081,100,23,14.6403856,34.5,38.7,8.4899749,4.5310854,0.000363548,0,69.1786151
"162","Newton County","South","AR",101,7602,11372.40029,75.19623873,7580195.018,22.2,4.9907579,4.904052056,40698,83.811749,16.7,16.3793103,-208804.6,85.9658485,2.386003914,82.0730671,22,16.2972853,30.4,36,10.1612903,5.9090909,0.000676619,0,100
"163","Ouachita County","South","AR",103,23167,12522.18932,72.69497231,10470207.5,28.3,6.0278994,4.989069025,46374,70.9286392,17.6,15.9124814,-653586.8667,86.1995495,2.650347744,71.531676,24.2,14.1350853,37.4,39.2,8.5540503,4.8724781,0.000513215,0.1166285,56.3514548
"164","Perry County","South","AR",105,10327,8815.015504,76.15548815,7304068.366,24.2,5.5396371,4.413436579,46317,79.7297297,18.3,9.9730458,-352580.85,89.3085179,2.968336799,63.3820725,23.8,15.8427282,33.7,36.4,9.8155787,6.304438,0.000191296,0.0306185,100
"165","Phillips County","South","AR",107,17299,17709.02359,69.49622438,10791561,33,9.0596689,6.214279693,35167,46.078561,22.7,14.3333333,-1508033.4,81.5745394,2.597764692,100,25.8,11.8203091,41.1,45.2,9.0047736,4.4296789,0.000618603,0.0416295,47.9661718
"166","Pike County","South","AR",109,10643,9044.332146,75.15991298,6115187.903,24.3,5.8988764,4.522609578,43133,74.4483986,17.5,9.7674419,-388840.0667,85.0466045,2.836880151,72.1654275,22.8,15.7094023,33.9,37.8,14.0514662,8.3083512,0.000279903,1.7554241,100
"167","Poinsett County","South","AR",111,23283,14333.18813,70.62877334,7053740.687,26.6,5.4945055,4.431247037,36150,62.7783004,19.5,14.7853736,-759853.025,80.7164917,2.708863729,94.4317315,25.6,14.8155077,35.8,38.8,10.6880783,4.8014122,0.00017001,0.143859,71.1385917
"168","Polk County","South","AR",113,19707,10859.54781,74.53331408,7719453.022,26.2,6.6267316,4.293141964,42915,75.7949224,20,17.3674589,-203637.85,85.1976031,3.054854668,76.2743281,24.5,13.5951811,33.8,35.3,14.7508306,7.4972914,0.000801443,1.0774375,73.3859259
"169","Pope County","South","AR",115,64334,8282.598145,76.58891388,4825256.773,24,5.8937894,4.62350154,46350,72.4051962,17.2,13.5439682,-118311.762,84.8533646,3.152561533,60.8974359,20.8,15.3068667,33.1,36.1,11.9103214,7.1943406,0.00067112,1.9477268,54.493636
"170","Prairie County","South","AR",117,7966,12030.30869,74.27020168,4350190.321,24.1,5.349224,4.045414805,48478,74.9134487,16.5,10.3267974,-505127.7,85.8954845,2.985841063,71.0391823,23.2,15.922657,32.8,36.8,9.6277916,5.9551887,0.000124039,0.0130073,100
"171","Pulaski County","South","AR",119,392980,10346.43812,75.5637968,7253046.142,21.7,7.4335197,4.933036112,56171,58.076609,14.6,16.5388166,-643462.3667,91.315524,2.744858875,71.3126088,19.6,15.9294483,29.6,34.9,9.945293,5.2224791,0.001206907,1.5950045,12.2767461
